sample_id	G000	G001	G002	G003	G004	G005	G006	G007	G008	G009	G010	G011	G012	G013	G014	G015	G016	G017	G018	G019	G020	G021	G022	G023	G024	G025	G026	G027	G028	G029	G030	G031	G032	G033	G034	G035	G036	G037	G038	G039	G040	G041	G042	G043	G044	G045	G046	G047	G048	G049	G050	G051	G052	G053	G054	G055	G056	G057	G058	G059	G060	G061	G062	G063	G064	G065	G066	G067	G068	G069	G070	G071	G072	G073	G074	G075	G076	G077	G078	G079
S101	0.460764	1.482461	4.251391	0.462012	4.766792	0.521336	3.085617	0.016826	2.011312	5.139172	6.056223	2.986121	2.148790	0.760735	2.028625	0.466220	5.464886	2.047899	1.199537	2.449614	4.422176	1.686591	0.235430	0.734728	0.671178	1.254725	1.731946	0.333504	0.887116	1.490354	0.465401	0.139185	0.270852	0.927542	0.619097	0.782670	0.311666	0.500994	0.384015	0.200577	0.367463	2.066943	0.131602	0.454000	2.462248	1.808102	1.905594	1.732854	0.628770	0.373011	1.022101	0.581337	2.412965	0.999267	0.255841	0.101984	0.453491	0.621589	0.374397	0.878423	0.086316	0.311455	0.633055	1.063288	0.680309	0.852060	0.304974	0.099520	0.474098	0.660702	0.425972	0.094154	0.863824	0.524790	0.502483	0.912679	0.603566	0.341694	0.020939	0.005483
S102	0.268955	0.543437	1.229842	1.023152	1.484262	0.221246	0.880765	0.038534	0.753611	1.784977	1.974152	0.864671	0.791266	0.387009	0.948079	0.155000	1.896211	0.604385	0.576943	1.254712	1.236704	0.379257	0.283892	0.327968	0.435806	0.956631	4.606888	0.963358	1.319395	3.018663	1.402134	0.599159	0.864083	2.278262	0.918957	2.106531	0.423415	1.524726	0.906807	0.676124	1.628552	4.691773	0.725543	1.248621	5.933765	5.280144	4.783275	4.760565	1.731122	0.679727	2.919693	1.472314	19.606745	2.388335	1.913738	1.220844	3.428213	4.882039	2.378727	7.914792	0.383665	1.245871	5.425385	9.606654	5.857445	7.707952	2.691536	0.995354	1.283543	5.389775	0.144857	0.580250	7.401784	4.421494	0.645276	6.926946	1.564337	2.329816	0.046639	0.151923
S103	0.482408	0.902792	2.320508	0.502154	2.298421	0.303284	1.886229	0.274869	1.595993	3.145589	3.431277	1.545853	1.191903	0.659823	1.087457	0.265890	3.303068	1.108345	0.765321	1.894268	2.370775	1.324646	0.358468	0.284662	0.407849	0.895172	7.113946	1.308839	2.049892	4.645576	1.978565	0.265430	0.991114	3.554884	1.368246	3.404687	0.664563	2.391851	1.606975	0.669124	1.593977	6.987305	0.662873	1.871481	8.943815	7.829370	7.250055	7.035030	2.199087	1.246499	4.404778	2.292955	8.273444	1.332973	0.832666	0.419744	1.867098	2.092291	0.965147	3.226992	0.224876	0.931810	2.410766	3.906410	2.357475	3.051977	1.103453	0.371527	0.591278	2.357633	0.185877	0.401238	3.308791	2.049343	0.670292	2.858867	0.836737	0.878309	0.093666	0.288589
S104	0.542827	0.506012	1.434569	0.488894	1.552131	0.219452	1.278576	0.102006	0.915634	1.806431	2.183956	0.938000	0.735167	0.240718	0.652060	0.734484	1.697914	0.648284	0.533809	0.726607	1.329924	0.412865	0.288988	0.172594	0.297332	0.375074	1.833222	0.340613	0.668326	1.257351	0.516214	0.476129	0.311055	1.086193	0.322711	0.861827	0.186652	0.620020	0.478617	0.231495	0.729455	2.109117	0.161257	0.504580	2.435556	2.132183	1.911623	1.818749	0.709269	0.276181	1.598963	0.580029	9.632840	1.369425	1.031444	0.566166	1.714091	2.507143	1.100443	4.137304	0.177494	0.606567	2.684837	4.734439	3.017123	3.631035	1.321471	0.302257	1.111135	2.651239	0.357451	0.174500	3.697966	2.169662	0.563153	3.466971	0.971128	1.034654	0.022110	0.017325
S105	0.436284	1.802201	4.408775	0.181593	4.070274	0.580600	3.145462	0.286300	2.044332	5.174768	6.085021	2.706562	2.301915	0.779540	2.073494	0.485069	5.486183	1.965577	1.220351	2.421159	4.729997	1.368278	0.158818	0.389723	0.693304	1.157040	0.692690	0.150728	0.307718	0.615951	0.280201	0.066595	0.247792	0.382683	0.236043	0.358011	0.188454	0.523275	0.353295	0.098162	0.187752	1.285249	0.112170	0.301759	0.880085	0.782619	1.084723	0.928102	0.458989	0.178446	0.504122	0.390504	0.910682	0.370442	0.220075	0.114596	0.152269	0.233225	0.260463	0.264103	0.199338	0.131176	0.237993	0.498526	0.309501	0.257268	0.087494	0.066801	0.291959	0.363011	0.393526	0.065194	0.275700	0.147121	0.856329	0.471552	0.744740	0.473944	0.018559	0.007673
S106	0.154651	1.453728	0.672086	0.251942	0.632113	0.093342	0.471224	0.027158	0.435594	0.904327	1.577546	0.415419	0.410274	0.192285	0.295519	0.079512	0.885618	0.387097	0.677866	0.428997	0.839763	0.261471	0.152488	0.054650	0.578086	0.248385	0.874041	0.216313	0.264774	0.579471	0.391740	0.352157	0.134135	0.435110	0.303801	0.409041	0.115383	0.267181	0.197494	0.093637	0.240968	1.178977	0.061773	0.233886	1.106529	1.064876	0.894994	0.928014	0.424273	0.465042	1.139222	0.300366	2.074286	0.949410	0.210627	0.107821	0.575031	0.702988	0.323572	0.858334	0.036618	0.324678	0.640533	1.134761	0.710254	0.806350	0.291537	0.083373	0.187656	0.589420	0.133818	0.108823	0.802432	0.516473	0.127422	0.873803	0.464063	0.385808	0.231357	0.549858
S107	0.284557	0.848380	2.059306	1.074162	2.254808	0.302792	1.489560	0.029344	1.116091	2.709218	3.174390	1.693707	1.063768	0.376030	0.989746	0.238621	2.947379	0.952130	0.860035	1.134167	2.055826	0.844418	0.270095	0.175280	0.561462	0.679045	2.740416	0.700932	0.799347	1.824324	1.042124	0.557013	0.783324	1.435570	1.147975	1.798510	0.957918	0.987911	0.838754	0.348107	1.736013	3.083799	0.370154	0.782734	3.652465	3.348100	2.802125	2.729160	0.944190	0.413136	1.728004	0.877904	22.976996	3.024652	2.165769	1.039828	4.077975	6.004251	2.543213	9.413539	0.319628	1.402639	6.155003	11.173938	6.921289	8.671324	3.204356	0.744066	1.810695	6.562557	0.186992	0.385599	8.526545	5.154120	0.812145	8.062052	1.644047	2.437094	0.035750	0.129289
S108	0.783955	1.045613	2.084440	0.966406	2.120044	0.305953	1.499035	0.108621	1.381949	3.410824	2.845632	1.457900	0.967425	1.286291	0.850644	0.407188	3.476252	1.007943	0.715176	1.147427	2.069431	0.666596	0.783775	0.365018	0.549689	0.796291	18.125027	2.476102	5.135948	11.678121	5.041259	0.592088	2.705860	8.531420	3.111334	8.280231	1.501657	5.302673	3.760091	1.567350	3.733906	17.275261	1.149290	4.680881	22.243570	19.455916	18.577781	17.568390	5.305113	2.632375	11.061836	5.750121	16.308403	2.094152	2.118447	1.038110	2.844349	4.203101	1.869681	7.076434	0.299750	1.423470	5.109973	8.131414	4.927083	6.262840	2.321822	0.694907	1.240337	4.569895	0.221182	0.639836	6.748511	3.892629	0.679859	5.855826	1.217189	1.846680	0.058260	0.035215
S109	0.324329	0.369704	0.977161	0.631483	1.035831	0.183411	0.739042	0.051902	0.620725	1.429127	1.592854	0.611926	0.469914	0.463967	0.425502	0.228644	1.501806	0.475121	0.374765	0.577809	1.032672	0.301007	0.254282	0.138321	0.278982	0.389574	5.222015	0.766948	1.485174	3.514410	1.438692	0.317327	0.829720	2.706028	0.901618	2.359276	0.490475	1.663569	1.015373	0.453899	1.140327	5.017230	0.403112	1.385458	6.510074	5.783889	5.239177	5.334373	1.551171	0.758868	3.349468	1.706364	6.576652	1.135499	0.638327	0.387976	1.247893	1.692753	0.727843	2.675516	0.103509	0.621714	1.997568	3.219643	2.027129	2.750795	0.921685	0.252991	0.562499	2.205276	0.157353	0.310386	2.590913	1.522448	0.852251	2.501968	0.550133	0.752355	0.642339	0.016130
S110	0.427316	0.459868	1.132509	0.439791	1.211973	0.185384	0.894804	0.064768	0.737922	1.896018	2.179267	0.752752	0.596299	0.717211	0.518490	0.135342	1.998093	0.689124	0.458193	0.640480	1.850231	0.357824	0.344760	0.211872	0.262716	0.660299	8.497795	1.724130	2.446123	5.551018	2.459336	0.637498	1.140766	3.925675	1.499726	3.840212	0.717877	2.502031	1.654737	0.983287	1.713554	8.079116	0.548496	2.212893	10.528073	9.164064	8.784627	8.298621	2.526124	1.249394	5.358058	2.674950	7.523478	1.055307	0.762728	0.335113	1.281241	1.942521	0.841831	2.966519	0.175391	0.631379	2.600826	3.750934	2.385871	2.846765	1.053407	0.340595	0.572648	2.120626	0.248322	0.330905	3.036396	2.219841	0.300777	2.579805	0.574917	0.800076	0.135090	0.113035
S111	0.066560	0.183423	0.488259	0.200244	0.470811	0.144253	0.318677	0.083506	0.462183	0.560410	0.703404	0.315623	0.256877	0.198347	0.199761	0.049405	0.683995	0.209566	0.736492	0.342920	0.484397	0.141063	0.049566	0.045989	0.075107	0.305690	0.671010	0.428422	0.205870	0.738464	0.215619	0.080042	0.112168	0.343557	0.150437	0.734131	0.166294	0.249739	0.223427	0.060828	0.247585	0.852708	0.058579	0.192082	0.868508	0.963204	0.789807	0.716282	0.241134	0.123300	0.577826	0.707168	3.028873	0.402684	0.671601	0.135425	0.624926	0.770394	0.334052	1.206538	0.089573	0.195841	1.045112	1.546728	0.914334	1.202380	0.461069	0.131920	0.202013	1.091977	0.091432	0.068075	1.140147	0.688710	0.613296	1.167038	0.317160	0.326398	0.209450	0.060051
S112	1.446052	5.124721	14.709661	0.466196	13.246079	1.802758	10.530691	0.053673	7.017105	16.947824	21.348206	9.185621	7.393596	1.634526	6.438567	1.487764	18.279561	6.802844	4.446940	8.276184	15.176623	4.678859	0.475037	1.049676	2.326014	4.072028	0.430705	0.349865	0.300408	0.406840	0.154098	0.159477	0.266106	0.428620	0.091190	0.283121	0.493386	0.203284	0.152089	0.108073	0.564787	2.112297	0.114124	0.255902	0.606982	0.578115	1.224117	0.831381	0.522815	0.342429	0.363321	0.198916	7.045941	1.445940	0.683605	0.294119	1.244614	1.860542	1.128340	2.661554	0.259236	0.827133	1.759137	3.166654	2.597576	2.455139	0.928697	0.199808	0.744731	1.810364	0.990190	0.266551	2.450956	1.445100	1.515219	2.421629	1.839634	0.925966	0.156794	0.022120
S113	0.441007	0.917039	2.314459	0.900191	2.421037	0.402926	1.660988	0.040460	1.194613	2.956579	3.517666	1.601938	1.539910	0.516544	1.453833	0.263693	3.445379	1.103023	0.932840	1.317631	2.382618	0.914246	0.278923	0.321149	0.521184	1.121406	3.941409	0.686431	1.138995	3.312589	1.124739	0.509748	0.639978	2.031995	0.690386	1.807383	0.446613	1.245656	0.814892	1.301417	1.589538	4.314903	0.259338	1.079946	5.241016	4.943640	4.031856	3.877512	1.474743	0.695044	2.470456	1.291351	17.477431	2.191613	2.070530	0.811808	3.052427	4.397931	1.948860	7.052902	0.252872	1.117670	4.795559	8.612415	5.730140	6.691939	2.511996	0.548935	1.586567	4.806796	0.190960	0.437888	6.659402	4.286199	0.695513	6.139844	1.567927	1.859328	0.054837	0.513479
S114	0.594809	1.321307	3.607050	0.494306	3.430344	0.525958	2.634326	0.075029	1.842143	4.761024	5.645319	2.314993	1.811338	0.835166	1.686037	0.424103	4.929633	1.796952	1.092091	2.054035	4.280319	1.270892	0.445587	0.596476	0.619541	1.024323	7.451468	1.089415	2.255497	4.865631	2.097512	0.279073	1.050351	3.566511	1.325933	3.386540	0.714673	2.223822	1.619108	0.659165	1.577964	7.432494	0.516272	1.995960	9.318456	8.111008	7.643698	7.362068	2.278252	1.242208	5.093405	2.355158	8.295304	1.169549	0.794343	0.375519	1.395231	2.110564	0.959465	3.296915	0.248600	0.680093	2.529298	4.170223	2.733770	3.053515	1.111519	0.365951	0.602499	2.468195	0.252370	0.279926	3.214386	1.957569	0.824806	2.858550	1.124153	0.946065	0.065091	0.032142
S115	0.551766	1.091150	3.081632	0.220388	2.931836	0.456445	2.226194	0.214608	1.682186	4.131507	4.509555	1.980903	1.533895	1.059083	1.717159	0.342489	4.420548	1.562185	0.890286	2.022531	3.198383	0.977436	0.417816	0.310632	0.537850	1.054147	7.744888	1.288513	2.203749	4.945203	2.208416	0.153393	1.032775	3.620548	1.395851	3.550908	0.721622	2.303452	1.530006	0.669241	1.422938	7.725350	0.978454	2.001462	9.351618	8.114286	7.684542	7.490686	2.334958	1.116027	4.806690	2.394308	2.344045	0.468657	0.325635	0.196451	0.584970	0.800654	0.598705	0.996491	0.176239	0.725664	0.894132	1.498885	0.945747	0.894444	0.380725	0.187618	0.231484	0.720887	0.323295	0.361807	1.099421	0.593755	0.376230	0.813386	0.445907	0.479756	0.318573	0.155531
S116	0.667320	2.252647	6.322562	0.121586	5.787271	0.858591	4.549912	0.022906	2.962963	7.515255	8.795443	3.915057	3.099368	0.796425	2.741810	0.870129	7.978120	2.875829	1.836231	3.576251	6.400716	2.071466	0.256917	0.445851	0.984027	1.633129	1.930729	0.791309	0.554407	1.286874	0.866609	0.048726	0.293080	0.939956	0.578179	0.911435	0.343682	0.611876	0.405429	0.309186	0.365886	2.527325	0.147653	0.550726	2.621626	2.158697	2.146110	2.466102	0.732418	0.361097	1.173123	0.649154	1.305408	0.476876	0.222902	0.121536	0.244993	0.411842	0.498048	0.435133	0.195877	0.223864	0.477025	0.556366	0.339515	0.505013	0.400935	0.172408	0.287328	0.665182	0.408553	0.109912	0.509083	0.341466	0.990837	0.425332	0.758781	0.217186	0.006196	0.009499
S117	0.800527	1.882210	4.756607	1.134129	4.821361	0.654394	3.837029	0.074841	2.314597	5.566927	7.106019	3.352175	2.558629	0.702132	2.068581	0.520266	6.228332	2.322970	1.785079	2.702634	4.837900	1.919251	0.328452	0.345438	0.984574	1.255856	2.487671	0.515581	0.608661	1.870886	0.601864	0.593097	0.544493	1.074895	0.533565	0.880506	0.313437	0.801861	0.404025	0.413878	1.539094	2.579777	0.296003	1.001417	2.600321	2.610371	2.031483	1.937484	1.203034	0.291294	1.428592	0.600878	24.448385	3.102558	2.379663	1.079756	4.293404	6.126766	2.851480	9.843944	0.366220	1.490224	6.605275	11.915305	7.206095	9.357384	3.398265	1.322208	1.712732	6.702449	0.386557	0.414753	9.190751	5.455071	1.091617	8.749674	2.016219	2.665591	0.074955	0.029169
S118	0.253885	0.833404	2.063528	0.736599	2.280603	0.468756	1.733810	0.086391	1.150648	2.506667	3.120726	1.497062	1.053600	0.470519	0.902061	0.267151	2.599895	1.150629	0.762673	1.283499	2.090882	0.780099	0.219146	0.279268	0.345410	0.618076	1.645926	0.389698	0.428537	0.981777	0.714877	0.409892	0.582783	1.069735	0.261631	0.735002	0.299272	0.654564	0.712349	0.168849	0.968936	1.914610	0.912497	0.435394	2.170899	1.880194	1.831948	1.874492	0.899101	0.241383	1.173668	0.496568	16.021272	1.982149	1.522360	0.832568	2.906972	3.974061	2.351999	6.727825	0.461597	0.987944	4.366250	7.785163	4.756146	6.256767	2.210378	0.729074	1.350195	4.422829	0.219573	0.347742	5.932153	3.703333	0.618561	5.833198	1.713246	1.702306	0.063385	0.219148
S119	0.749921	1.077750	3.011865	0.391785	2.818393	0.377928	2.161832	0.112352	1.632936	4.160819	4.315246	1.940852	1.540959	0.881735	1.340276	0.321818	4.434143	1.446612	1.023309	1.685595	3.277511	0.953225	0.426563	0.367399	0.673511	0.924824	10.114490	1.729676	2.836827	6.447313	3.027886	0.174984	1.316945	4.767629	1.707773	4.935654	0.899030	2.907607	1.939855	0.877538	1.736744	9.521481	0.710193	2.638641	12.260420	10.592731	10.025985	9.984599	2.963655	1.463164	6.413531	3.191356	2.712173	0.838123	0.345847	0.154767	0.571535	0.925757	0.394274	1.099131	0.136049	0.432553	1.178403	1.354371	1.043479	1.205744	0.395510	0.257454	0.228999	0.783490	0.205165	0.229979	1.320912	0.714500	0.591281	0.929753	0.483463	0.627016	0.004877	0.061967
